Count,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Ema_Acc,Ema_Gyr,Activity
27,704,2037,-535,599,723,666,1220,1008,7
28,2568,1460,-50,484,932,589,1954,1047,7
29,1825,1810,-480,533,731,662,1614,1061,7
30,1947,1849,-983,623,1049,404,1859,1106,7
31,2659,1801,-984,854,1037,145,2358,1155,7
32,2505,1286,-1412,1132,980,-62,2150,1223,7
33,2763,271,-1341,1063,662,-387,2083,1241,7
34,2654,-259,-1273,836,247,-491,1954,1192,7
35,2264,-543,-962,506,48,-437,1519,1088,7
36,2010,5,-665,234,77,-379,1117,961,7
37,2148,458,-385,263,54,-395,1229,864,7
38,1958,420,-76,446,-23,-433,1003,815,7
41,1196,5,-111,268,38,-245,201,663,7
42,1224,191,-172,242,51,-150,250,588,7
43,1225,164,-141,195,-3,-138,243,518,7
44,1053,158,-115,160,-64,-112,70,456,7
45,960,123,-141,106,-65,-80,21,394,7
46,898,110,-142,14,-68,-60,84,333,7
47,787,171,-85,-43,-71,-47,190,285,7
48,741,249,-73,-20,-33,-30,214,238,7
49,724,187,-139,8,18,-18,239,195,7
50,709,129,-204,-10,55,1,251,167,7
51,731,209,-279,-42,95,23,190,155,7
52,759,292,-371,-10,114,34,106,148,7
53,773,270,-430,18,102,48,75,141,7
54,775,282,-472,1,104,67,49,137,7
55,769,348,-510,-21,124,74,13,139,7
56,814,405,-553,-16,142,72,64,143,7
57,887,421,-597,6,132,71,149,144,7
58,866,411,-592,9,96,78,126,140,7
59,849,447,-563,2,84,67,112,133,7
60,891,474,-544,10,82,53,146,126,7
61,912,366,-571,-9,68,34,136,116,7
62,911,333,-553,-59,30,37,116,108,7
63,868,392,-487,-87,-1,42,69,105,7
64,837,441,-420,-78,-4,36,35,101,7
65,847,462,-398,-37,15,27,89,91,7
1,1445,773,-1831,204,-99,-114,1457,155,7
2,1740,560,-2278,127,-224,-149,1920,184,7
3,2196,866,-2363,53,-349,-128,2340,222,7
4,2749,1353,-2402,129,-425,-161,2893,272,7
5,3349,1327,-2007,181,-592,-235,3123,350,7
6,3463,1353,-1425,211,-741,-274,2981,443,7
9,3056,1256,-603,408,-718,-274,2358,651,7
10,2856,966,-435,416,-736,-251,2046,697,7
11,2469,742,-239,370,-756,-225,1589,732,7
12,2061,670,8,343,-737,-188,1167,752,7
13,1587,591,190,334,-647,-174,704,751,7
14,1199,476,272,362,-535,-179,318,735,7
15,933,410,348,454,-420,-186,76,717,7
16,751,217,205,538,-320,-186,191,704,7
17,877,60,86,576,-240,-153,116,691,7
18,670,-78,284,581,-291,-50,268,683,7
19,544,-64,494,595,-245,41,262,675,7
20,654,13,658,575,-143,125,72,661,7
21,822,123,698,499,-166,198,85,641,7
22,780,173,765,350,-172,278,106,608,7
23,378,725,714,549,68,277,85,610,7
24,713,765,439,833,376,270,134,678,7
25,708,406,156,900,453,285,169,752,7
26,580,619,-361,755,618,335,78,808,7
27,1244,1081,-793,548,758,519,828,860,7
28,1802,1543,-938,385,672,617,1551,886,7
29,848,1692,-976,556,715,521,1129,917,7
30,1990,1429,-656,595,950,414,1536,973,7
31,1484,1335,-1351,744,1070,325,1410,1047,7
32,2871,820,-1415,763,1113,78,2304,1107,7
33,2453,712,-1898,364,850,173,2182,1074,7
34,1751,1274,-1803,114,882,152,1817,1039,7
35,2368,1495,-952,233,627,-51,1957,965,7
36,1998,1148,-1112,651,352,-304,1558,932,7
37,2153,396,-944,822,220,-421,1383,935,7
38,2160,111,-698,572,150,-489,1272,902,7
39,2089,323,-413,346,108,-513,1153,847,7
40,1946,482,-155,352,99,-552,1010,810,7
41,1776,268,-53,484,120,-570,796,799,7
42,1527,-48,-75,501,108,-458,529,777,7
43,1312,-133,-197,371,103,-344,333,724,7
44,1154,3,-184,241,88,-256,168,652,7
45,1046,114,-139,181,51,-196,61,576,7
46,963,134,-117,136,4,-151,20,501,7
47,874,95,-94,84,-38,-113,115,430,7
48,776,101,-70,21,-39,-80,214,362,7
49,685,155,-62,-5,-6,-49,294,299,7
52,638,243,-134,46,106,38,304,195,7
53,665,287,-220,83,180,68,243,198,7
54,788,270,-337,98,218,84,101,209,7
