Count,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Ema_Acc,Ema_Gyr,Activity
61,1164,1204,5,-124,-68,41,674,417,2
64,778,724,65,-86,-101,-100,64,291,2
65,667,662,78,-67,-46,-110,444,260,2
1,2201,1589,326,141,-547,-640,1734,661,2
2,2145,1418,634,147,-712,-696,1648,730,2
3,2206,1278,865,95,-760,-733,1692,796,2
4,2558,931,1384,31,-872,-808,2053,874,2
5,2365,1089,2124,218,-989,-868,2360,966,2
6,1983,664,2021,443,-905,-752,1908,1024,2
7,1688,84,1290,198,-745,-635,1126,1019,2
8,1506,5,1167,-239,-571,-648,905,994,2
9,1297,70,1314,-309,-500,-586,847,961,2
10,1413,-146,1649,-189,-512,-510,1176,918,2
11,1041,-293,1077,-235,-366,-474,526,863,2
12,816,-237,1356,-258,-362,-429,600,814,2
13,800,-207,1565,-224,-326,-378,769,760,2
14,758,-349,1667,-256,-283,-258,864,700,2
15,674,-277,1680,-301,-242,-100,831,640,2
16,654,-206,1606,-298,-192,98,746,585,2
17,545,-72,1556,-254,-110,227,650,539,2
18,549,-38,1384,-187,-1,325,489,506,2
19,829,153,1367,-170,56,405,606,493,2
20,659,467,1472,-77,215,496,679,504,2
21,698,657,1367,-61,529,461,669,544,2
22,872,705,1296,-111,851,395,713,624,2
23,1143,702,1194,-220,1199,359,795,753,2
24,2004,852,1228,-379,1554,337,1499,929,2
25,2886,1199,1306,-415,1684,306,2387,1095,2
26,3376,1370,1351,-255,1743,246,2885,1232,2
27,4740,807,82,-316,1743,82,3808,1340,2
28,4520,-223,-2496,-777,1238,252,4168,1368,2
29,2246,2051,-1970,-503,443,505,2623,1262,2
30,2405,1945,-1271,110,107,32,2344,1041,2
31,1969,388,-1514,307,-34,-395,1513,933,2
32,1380,-418,-1479,-85,-68,-388,1065,827,2
33,1205,44,-1126,-182,19,-185,649,713,2
34,1027,317,-1197,7,66,38,608,586,2
35,1006,170,-1263,126,22,108,623,502,2
36,888,161,-1132,108,-51,80,447,430,2
37,727,289,-887,76,-110,15,182,371,2
38,629,393,-731,108,-163,-34,41,336,2
39,579,442,-537,179,-235,-75,95,330,2
40,543,442,-216,241,-300,-88,267,342,2
41,563,221,-116,261,-419,-184,384,379,2
42,417,-44,-2,164,-496,-237,580,418,2
43,117,-210,50,31,-450,-276,754,440,2
44,-262,-271,76,-68,-229,-241,615,419,2
45,-380,-288,18,-101,81,-113,522,370,2
46,-134,-268,-93,-111,319,46,686,364,2
47,83,-146,-204,-158,415,188,735,387,2
48,278,92,-241,-217,478,261,620,427,2
49,520,257,-293,-268,524,288,350,472,2
50,722,402,-323,-330,513,294,112,513,2
51,939,604,-323,-401,469,290,162,547,2
52,1206,864,-293,-485,398,301,512,576,2
53,1377,1054,-231,-534,314,276,749,596,2
54,1441,1196,-165,-529,234,218,879,601,2
55,1498,1222,-191,-467,205,193,942,589,2
56,1686,1282,-241,-346,203,215,1131,562,2
57,1712,1223,-361,-194,198,242,1134,523,2
58,1731,1044,-446,-122,134,236,1070,478,2
59,1654,949,-405,-164,-8,202,949,434,2
60,1443,921,-296,-278,-122,121,737,412,2
61,1169,918,-193,-398,-134,13,498,414,2
62,987,983,-129,-434,-49,-58,398,419,2
63,940,1017,-92,-339,22,-87,387,405,2
64,900,977,-69,-167,20,-92,330,362,2
65,878,889,-63,24,-3,-76,515,305,2
1,1026,1871,235,-68,-661,-513,1146,678,2
2,1320,1856,603,-88,-700,-649,1356,734,2
3,1486,1755,1080,-19,-852,-750,1540,814,2
4,1380,1261,1065,55,-871,-806,1151,889,2
5,1091,1051,1054,19,-886,-823,845,953,2
6,848,738,1218,-64,-678,-777,657,969,2
7,839,513,1090,-184,-446,-725,468,949,2
8,764,290,1057,-219,-386,-634,336,914,2
9,612,-98,1166,-188,-380,-553,320,870,2
10,610,-314,1405,-238,-406,-343,563,812,2
11,538,-191,1584,-283,-397,-94,683,749,2
12,471,54,1624,-262,-273,107,691,678,2
13,458,202,1585,-212,-98,228,662,607,2
14,556,241,1360,-232,63,287,488,560,2
15,445,534,1275,-200,213,321,452,535,2
16,419,608,1191,-157,506,373,401,557,2
17,600,677,908,-212,693,336,281,605,2
18,519,743,907,-239,933,281,282,685,2
19,880,605,817,-331,1284,246,344,817,2
20,1450,906,609,-443,1500,198,814,969,2
21,2229,1198,778,-370,1551,86,1647,1094,2
22,2898,979,-224,-125,1479,10,2067,1172,2
23,3003,-106,-1721,-321,1144,80,2462,1176,2
24,2075,161,-1999,-560,665,317,1885,1125,2
25,1606,1166,-1092,-221,248,143,1265,972,2
26,1283,704,-1537,20,144,-99,1122,813,2
27,1182,37,-1783,-36,73,-173,1139,688,2
28,942,88,-1478,-68,-5,-126,754,579,2
31,698,-85,-1208,23,-31,-21,397,332,2
32,592,40,-1042,0,-70,-43,199,282,2
33,467,217,-805,40,-126,-55,44,254,2
34,383,301,-600,134,-172,-71,227,249,2
35,423,301,-402,235,-223,-89,343,266,2
36,462,152,-271,251,-297,-124,443,294,2
37,302,-73,-198,135,-372,-170,631,321,2
38,207,-221,-121,-41,-347,-229,673,340,2
39,61,-304,-76,-220,-252,-207,680,351,2
40,-118,-328,-63,-362,-94,-119,645,359,2
41,-95,-233,-60,-450,49,25,741,378,2
42,-13,7,-68,-478,121,160,930,406,2
43,60,216,-85,-418,168,271,760,429,2
44,227,226,-104,-382,140,364,663,452,2
45,286,422,-79,-420,90,444,484,485,2
46,481,632,-49,-445,103,531,204,528,2
47,942,1068,-45,-494,137,638,424,586,2
48,1381,1390,-49,-481,162,704,960,642,2
49,1806,1756,-140,-369,103,679,1522,669,2
50,1809,1530,-217,-223,-54,571,1379,658,2
51,1927,1259,-137,-223,-123,416,1305,624,2
52,1960,1125,-40,-287,-146,377,1260,598,2
53,1826,1200,75,-366,-86,445,1186,595,2
54,1620,1578,94,-326,20,513,1263,597,2
55,1411,1915,126,-97,94,443,1382,570,2
56,1236,1690,39,161,98,236,1094,517,2
57,1156,1209,-142,206,57,-10,678,456,2
58,1092,815,-238,99,-9,-170,383,404,2
59,939,595,-238,-52,-59,-226,136,371,2
60,803,548,-151,-152,-68,-207,16,349,2
61,736,592,-71,-175,-63,-160,52,328,2
62,740,649,-17,-129,-64,-130,15,301,2
